Testing Servo and IMU
------------------------------------
Sensor:       BNO055
Driver Ver:   1
Unique ID:    55
Max Value:    0.00 xxx
Min Value:    0.00 xxx
Resolution:   0.01 xxx
------------------------------------


System Status: 0x5
Self Test:     0xF
System Error:  0x0

! Sys:0 G:3 A:0 M:0
Setup complete
BufferlenTest start
Test took 69263 ms

Sending magBuffer [X,Y,Z]:
-60.19, 182.87, -85.25
-58.75, 182.50, -84.56
-58.75, 182.50, -84.56
-58.75, 182.50, -84.56
-58.75, 182.50, -84.56
-59.88, 183.56, -85.00
-59.88, 183.56, -85.00
-59.88, 183.56, -85.00
-59.88, 183.56, -85.00
-59.88, 183.56, -85.00
-59.50, 184.69, -84.87
-59.50, 184.69, -84.87
-59.50, 184.69, -84.87
-59.50, 184.69, -84.87
-60.19, 182.50, -85.37
-60.19, 182.50, -85.37
-60.19, 182.50, -85.37
-60.19, 182.50, -85.37
-59.06, 184.75, -85.37
-59.06, 184.75, -85.37
-59.06, 184.75, -85.37
-59.06, 184.75, -85.37
-59.06, 184.75, -85.37
-59.50, 182.50, -86.06
-59.50, 182.50, -86.06
-59.50, 182.50, -86.06
-59.50, 182.50, -86.06
-60.19, 184.69, -86.56
-60.19, 184.69, -86.56
-60.19, 184.69, -86.56
-60.19, 184.69, -86.56
-60.19, 184.69, -86.56
-59.88, 182.50, -84.56
-59.88, 182.50, -84.56
-59.88, 182.50, -84.56
-59.88, 182.50, -84.56
-58.75, 182.87, -84.56
-58.75, 182.87, -84.56
-58.75, 182.87, -84.56
-58.75, 182.87, -84.56
-59.50, 184.69, -85.37
-59.50, 184.69, -85.37
-59.50, 184.69, -85.37
-59.50, 184.69, -85.37
-59.50, 184.69, -85.37
-59.06, 182.87, -85.75
-59.06, 182.87, -85.75
-59.06, 182.87, -85.75
-59.06, 182.87, -85.75
-59.88, 182.19, -85.75
-59.88, 182.19, -85.75
-59.88, 182.19, -85.75
-59.88, 182.19, -85.75
-60.19, 184.75, -85.00
-60.19, 184.75, -85.00
-60.19, 184.75, -85.00
-60.19, 184.75, -85.00
-60.19, 184.75, -85.00
-59.50, 182.87, -86.19
-59.50, 182.87, -86.19
-59.50, 182.87, -86.19
-59.50, 182.87, -86.19
-60.19, 183.56, -85.37
-60.19, 183.56, -85.37
-60.19, 183.56, -85.37
-60.19, 183.56, -85.37
-58.75, 183.25, -85.75
-58.75, 183.25, -85.75
-58.75, 183.25, -85.75
-58.75, 183.25, -85.75
-58.75, 183.25, -85.75
-59.50, 184.75, -84.56
-59.50, 184.75, -84.56
-59.50, 184.75, -84.56
-59.50, 184.75, -84.56
-59.06, 184.37, -84.56
-59.06, 184.37, -84.56
-59.06, 184.37, -84.56
-59.06, 184.37, -84.56
-59.06, 184.37, -84.56
-59.88, 183.25, -84.56
-59.88, 183.25, -84.56
-59.88, 183.25, -84.56
-59.88, 183.25, -84.56
-60.19, 182.87, -85.37
-60.19, 182.87, -85.37
-60.19, 182.87, -85.37
-60.19, 182.87, -85.37
-59.06, 182.87, -86.56
-59.06, 182.87, -86.56
-59.06, 182.87, -86.56
-59.06, 182.87, -86.56
-59.06, 182.87, -86.56

Sending imuTimestamps:
